2016-04-27,96.00,98.709999,95.68,97.82,113538400,97.82
2016-04-26,103.910004,105.300003,103.910004,104.349998,40287500,104.349998
2016-04-25,105.00,105.650002,104.510002,105.080002,27951000,105.080002
2016-04-22,105.010002,106.480003,104.620003,105.68,33477100,105.68
2016-04-21,106.93,106.93,105.519997,105.970001,31356400,105.970001
2016-04-20,106.639999,108.089996,106.059998,107.129997,28666900,107.129997
2016-04-19,107.879997,108.00,106.230003,106.910004,32292300,106.910004
2016-04-18,108.889999,108.949997,106.940002,107.480003,60834000,107.480003
2016-04-15,112.110001,112.300003,109.730003,109.849998,46418500,109.849998
2016-04-14,111.620003,112.389999,111.330002,112.099998,25337400,112.099998
2016-04-13,110.800003,112.339996,110.800003,112.040001,32691800,112.040001
2016-04-12,109.339996,110.50,108.660004,110.440002,26812000,110.440002
2016-04-11,108.970001,110.610001,108.830002,109.019997,28313500,109.019997
2016-04-08,108.910004,109.769997,108.169998,108.660004,23514500,108.660004
2016-04-07,109.949997,110.419998,108.120003,108.540001,30881000,108.540001
2016-04-06,110.230003,110.980003,109.199997,110.959999,26047800,110.959999
2016-04-05,109.510002,110.730003,109.419998,109.809998,26495300,109.809998
2016-04-04,110.419998,112.190002,110.269997,111.120003,37333500,111.120003
2016-04-01,108.779999,110.00,108.199997,109.989998,25626200,109.989998
2016-03-31,109.720001,109.900002,108.879997,108.989998,25685700,108.989998
2016-03-30,108.650002,110.419998,108.599998,109.559998,45159900,109.559998
2016-03-29,104.889999,107.790001,104.879997,107.68,30774100,107.68
2016-03-28,106.00,106.190002,105.059998,105.190002,19303600,105.190002
2016-03-24,105.470001,106.25,104.889999,105.669998,25480900,105.669998
2016-03-23,106.480003,107.07,105.900002,106.129997,25452600,106.129997
2016-03-22,105.25,107.290001,105.209999,106.720001,32232600,106.720001
2016-03-21,105.93,107.650002,105.139999,105.910004,35180800,105.910004
2016-03-18,106.339996,106.50,105.190002,105.919998,43402300,105.919998
2016-03-17,105.519997,106.470001,104.959999,105.800003,34244600,105.800003
2016-03-16,104.610001,106.309998,104.589996,105.970001,37893800,105.970001
2016-03-15,103.959999,105.18,103.849998,104.580002,39982500,104.580002
2016-03-14,101.910004,102.910004,101.779999,102.519997,25027400,102.519997
2016-03-11,102.239998,102.279999,101.50,102.260002,27200800,102.260002
2016-03-10,101.410004,102.239998,100.150002,101.169998,33470400,101.169998
2016-03-09,101.309998,101.580002,100.269997,101.120003,27130700,101.120003
2016-03-08,100.779999,101.760002,100.400002,101.029999,31274200,101.029999
2016-03-07,102.389999,102.830002,100.959999,101.870003,35828900,101.870003
2016-03-04,102.370003,103.75,101.370003,103.010002,45936500,103.010002
2016-03-03,100.580002,101.709999,100.449997,101.50,36792200,101.50
2016-03-02,100.510002,100.889999,99.639999,100.75,33084900,100.75
2016-03-01,97.650002,100.769997,97.419998,100.529999,50153900,100.529999
2016-02-29,96.860001,98.230003,96.650002,96.690002,34876600,96.690002
2016-02-26,97.199997,98.019997,96.580002,96.910004,28913200,96.910004
2016-02-25,96.050003,96.760002,95.25,96.760002,27393900,96.760002
2016-02-24,93.980003,96.379997,93.32,96.099998,36155600,96.099998
2016-02-23,96.400002,96.50,94.550003,94.690002,31686700,94.690002
2016-02-22,96.309998,96.900002,95.919998,96.879997,34048200,96.879997
2016-02-19,96.00,96.760002,95.800003,96.040001,34485600,96.040001
2016-02-18,98.839996,98.889999,96.089996,96.260002,38494400,96.260002
2016-02-17,96.669998,98.209999,96.150002,98.120003,44390200,98.120003
2016-02-16,95.019997,96.849998,94.610001,96.639999,47490700,96.639999
2016-02-12,94.190002,94.50,93.010002,93.989998,40121700,93.989998
2016-02-11,93.790001,94.720001,92.589996,93.699997,49686200,93.699997
2016-02-10,95.919998,96.349998,94.099998,94.269997,42245000,94.269997
2016-02-09,94.290001,95.940002,93.93,94.989998,44331200,94.989998
2016-02-08,93.129997,95.699997,93.040001,95.010002,54021400,95.010002
2016-02-05,96.519997,96.919998,93.690002,94.019997,46418100,94.019997
2016-02-04,95.860001,97.330002,95.190002,96.599998,46471700,96.599998
2016-02-03,95.00,96.839996,94.080002,96.349998,45964300,95.830001
2016-02-02,95.419998,96.040001,94.279999,94.480003,37357200,93.970098
2016-02-01,96.470001,96.709999,95.400002,96.43,40943500,95.909571
2016-01-29,94.790001,97.339996,94.349998,97.339996,64416500,96.814656
2016-01-28,93.790001,94.519997,92.389999,94.089996,55678800,93.582196
2016-01-27,96.040001,96.629997,93.339996,93.419998,133369700,92.915814
2016-01-26,99.93,100.879997,98.07,99.989998,75077000,99.450356
2016-01-25,101.519997,101.529999,99.209999,99.440002,51794500,98.903329
2016-01-22,98.629997,101.459999,98.370003,101.419998,65800500,100.872638
2016-01-21,97.059998,97.879997,94.940002,96.300003,52161500,95.780276
2016-01-20,95.099998,98.190002,93.419998,96.790001,72334400,96.267629
2016-01-19,98.410004,98.650002,95.50,96.660004,53087700,96.138333
2016-01-15,96.199997,97.709999,95.360001,97.129997,79833900,96.60579
2016-01-14,97.959999,100.480003,95.739998,99.519997,63170100,98.982891
2016-01-13,100.32,101.190002,97.300003,97.389999,62439600,96.864389
2016-01-12,100.550003,100.690002,98.839996,99.959999,49154200,99.420519
2016-01-11,98.970001,99.059998,97.339996,98.529999,49739400,97.998236
2016-01-08,98.550003,99.110001,96.760002,96.959999,70798000,96.43671
2016-01-07,98.68,100.129997,96.43,96.449997,81094400,95.92946
2016-01-06,100.559998,102.370003,99.870003,100.699997,68457400,100.156523
2016-01-05,105.75,105.849998,102.410004,102.709999,55791000,102.155677
2016-01-04,102.610001,105.370003,102.00,105.349998,67649400,104.781429
2015-12-31,107.010002,107.029999,104.82,105.260002,40912300,104.691918
2015-12-30,108.580002,108.699997,107.18,107.32,25213800,106.740798
2015-12-29,106.959999,109.43,106.860001,108.739998,30931200,108.153132
2015-12-28,107.589996,107.690002,106.18,106.82,26704200,106.243496
2015-12-24,109.00,109.00,107.949997,108.029999,13596700,107.446965
2015-12-23,107.269997,108.849998,107.199997,108.610001,32657400,108.023837
2015-12-22,107.400002,107.720001,106.449997,107.230003,32789400,106.651287
2015-12-21,107.279999,107.370003,105.57,107.330002,47590600,106.750746
2015-12-18,108.910004,109.519997,105.809998,106.029999,96453300,105.457759
2015-12-17,112.019997,112.25,108.980003,108.980003,44772800,108.391842
2015-12-16,111.07,111.989998,108.800003,111.339996,56238500,110.739099
2015-12-15,111.940002,112.800003,110.349998,110.489998,52978100,109.893688
2015-12-14,112.18,112.68,109.790001,112.480003,64318700,111.872953
2015-12-11,115.190002,115.389999,112.849998,113.18,46886200,112.569172
2015-12-10,116.040001,116.940002,115.510002,116.169998,29212700,115.543033
2015-12-09,117.639999,117.690002,115.080002,115.620003,46361400,114.996006
2015-12-08,117.519997,118.599998,116.860001,118.230003,34309500,117.591921
2015-12-07,118.980003,119.860001,117.809998,118.279999,32084200,117.641646
2015-12-04,115.290001,119.25,115.110001,119.029999,57777000,118.387598
2015-12-03,116.550003,116.790001,114.220001,115.199997,41569500,114.578267
2015-12-02,117.339996,118.110001,116.080002,116.279999,33386600,115.65244
2015-12-01,118.75,118.809998,116.860001,117.339996,34852400,116.706717
2015-11-30,117.989998,119.410004,117.75,118.300003,39180300,117.661542
2015-11-27,118.290001,118.410004,117.599998,117.809998,13046400,117.174181
2015-11-25,119.209999,119.230003,117.919998,118.029999,21388300,117.392995
2015-11-24,117.330002,119.349998,117.120003,118.879997,42803200,118.238406
2015-11-23,119.269997,119.730003,117.339996,117.75,32482500,117.114508
2015-11-20,119.199997,119.919998,118.849998,119.300003,34287100,118.656145
2015-11-19,117.639999,119.75,116.760002,118.779999,43295800,118.138948
2015-11-18,115.760002,117.489998,115.50,117.290001,46674700,116.656991
2015-11-17,114.919998,115.050003,113.32,113.690002,27616900,113.076422
2015-11-16,111.379997,114.239998,111.00,114.18,38106700,113.563775
2015-11-13,115.199997,115.57,112.269997,112.339996,45812400,111.733702
2015-11-12,116.260002,116.82,115.650002,115.720001,32525600,115.095465
2015-11-11,116.370003,117.419998,115.209999,116.110001,45218000,115.483359
2015-11-10,116.900002,118.07,116.059998,116.769997,59127900,116.139793
2015-11-09,120.959999,121.809998,120.050003,120.57,33871400,119.919288
2015-11-06,121.110001,121.809998,120.620003,121.059998,33042300,120.406641
2015-11-05,121.849998,122.690002,120.18,120.919998,39552700,120.267398
2015-11-04,123.129997,123.82,121.620003,122.00,44886100,120.824373
2015-11-03,120.790001,123.489998,120.699997,122.57,45519000,121.388881
2015-11-02,120.800003,121.360001,119.610001,121.18,32203300,120.012276
2015-10-30,120.989998,121.220001,119.449997,119.50,49365300,118.348464
2015-10-29,118.699997,120.690002,118.269997,120.529999,51227300,119.368538
2015-10-28,116.93,119.300003,116.059998,119.269997,85551400,118.120677
2015-10-27,115.400002,116.540001,113.989998,114.550003,69884400,113.446167
2015-10-26,118.080002,118.129997,114.919998,115.279999,66333800,114.169128
2015-10-23,116.699997,119.230003,116.330002,119.080002,59366900,117.932513
2015-10-22,114.330002,115.50,114.099998,115.50,41654100,114.387009
2015-10-21,114.00,115.580002,113.699997,113.760002,41795200,112.663779
2015-10-20,111.339996,114.169998,110.82,113.769997,48967800,112.673677
2015-10-19,110.800003,111.75,110.110001,111.730003,29759200,110.653341
2015-10-16,111.779999,112.00,110.529999,111.040001,38236300,109.969988
2015-10-15,110.93,112.099998,110.489998,111.860001,37673500,110.782086
2015-10-14,111.290001,111.519997,109.559998,110.209999,44462400,109.147984
2015-10-13,110.82,112.449997,110.68,111.790001,33049300,110.712761
2015-10-12,112.730003,112.75,111.440002,111.599998,30467200,110.524589
2015-10-09,110.00,112.279999,109.489998,112.120003,52766100,111.039583
2015-10-08,110.190002,110.190002,108.209999,109.50,61979600,108.444827
2015-10-07,111.739998,111.769997,109.410004,110.779999,46765600,109.712491
2015-10-06,110.629997,111.739998,109.769997,111.309998,48857000,110.237383
2015-10-05,109.879997,111.370003,109.07,110.779999,52064700,109.712491
2015-10-02,108.010002,111.010002,107.550003,110.379997,58019800,109.316344
2015-10-01,109.07,109.620003,107.309998,109.580002,63929100,108.524058
2015-09-30,110.169998,111.540001,108.730003,110.300003,66473000,109.237121
2015-09-29,112.830002,113.510002,107.860001,109.059998,73365400,108.009065
2015-09-28,113.849998,114.57,112.440002,112.440002,52109000,111.356499
2015-09-25,116.440002,116.690002,114.019997,114.709999,56151900,113.604621
2015-09-24,113.25,115.50,112.370003,115.00,50219500,113.891827
2015-09-23,113.629997,114.720001,113.300003,114.32,35756700,113.21838
2015-09-22,113.379997,114.18,112.519997,113.400002,50346200,112.307247
2015-09-21,113.669998,115.370003,113.660004,115.209999,50222000,114.099803
2015-09-18,112.209999,114.300003,111.870003,113.449997,74285300,112.356761
2015-09-17,115.660004,116.489998,113.720001,113.919998,64112600,112.822233
2015-09-16,116.25,116.540001,115.440002,116.410004,37173500,115.288244
2015-09-15,115.93,116.529999,114.419998,116.279999,43341200,115.159492
2015-09-14,116.580002,116.889999,114.860001,115.309998,58363400,114.198838
2015-09-11,111.790001,114.209999,111.760002,114.209999,49915500,113.109439
2015-09-10,110.269997,113.279999,109.900002,112.57,62892800,111.485243
2015-09-09,113.760002,114.019997,109.769997,110.150002,85010800,109.088565
2015-09-08,111.75,112.559998,110.32,112.309998,54843600,111.227747
2015-09-04,108.970001,110.449997,108.510002,109.269997,49996300,108.21704
2015-09-03,112.489998,112.779999,110.040001,110.370003,53233900,109.306446
2015-09-02,110.230003,112.339996,109.129997,112.339996,61888800,111.257456
2015-09-01,110.150002,111.879997,107.360001,107.720001,76845900,106.681981
2015-08-31,112.029999,114.529999,112.00,112.760002,56229300,111.673415
2015-08-28,112.169998,113.309998,111.540001,113.290001,53164400,112.198306
2015-08-27,112.230003,113.239998,110.019997,112.919998,84616100,111.831869
2015-08-26,107.089996,109.889999,105.050003,109.690002,96774600,108.632999
2015-08-25,111.110001,111.110001,103.50,103.739998,103601600,102.74033
2015-08-24,94.870003,108.800003,92.00,103.120003,162206300,102.126309
2015-08-21,110.43,111.900002,105.650002,105.760002,128275500,104.740869
2015-08-20,114.080002,114.349998,111.629997,112.650002,68501600,111.564474
2015-08-19,116.099998,116.519997,114.68,115.010002,47445700,113.901733
2015-08-18,116.43,117.440002,116.010002,116.50,34560700,115.377373
2015-08-17,116.040001,117.650002,115.50,117.160004,40884700,116.031017
2015-08-14,114.32,116.309998,114.010002,115.959999,42929500,114.842576
2015-08-13,116.040001,116.400002,114.540001,115.150002,48535800,114.040384
2015-08-12,112.529999,115.419998,109.629997,115.239998,101217500,114.129513
2015-08-11,117.809998,118.18,113.330002,113.489998,97082800,112.396376
2015-08-10,116.529999,119.989998,116.529999,119.720001,54951600,118.566345
2015-08-07,114.580002,116.25,114.50,115.519997,38670400,114.406813
2015-08-06,115.970001,116.50,114.120003,115.129997,52903000,114.020572
2015-08-05,112.949997,117.440002,112.099998,115.400002,99312600,113.772984
2015-08-04,117.419998,117.699997,113.25,114.639999,124138600,113.023697
2015-08-03,121.50,122.57,117.519997,118.440002,69976000,116.770124
2015-07-31,122.599998,122.639999,120.910004,121.300003,42885000,119.589801
2015-07-30,122.32,122.57,121.709999,122.370003,33628300,120.644715
2015-07-29,123.150002,123.50,122.269997,122.989998,37011700,121.255969
2015-07-28,123.379997,123.910004,122.550003,123.379997,33618100,121.64047
2015-07-27,123.089996,123.610001,122.120003,122.769997,44455500,121.03907
2015-07-24,125.32,125.739998,123.900002,124.50,42162300,122.744682
2015-07-23,126.199997,127.089996,125.059998,125.160004,50999500,123.39538
2015-07-22,121.989998,125.50,121.989998,125.220001,115450600,123.454532
2015-07-21,132.850006,132.919998,130.320007,130.75,76756400,128.906563
2015-07-20,130.970001,132.970001,130.699997,132.070007,58900200,130.20796
2015-07-17,129.080002,129.619995,128.309998,129.619995,46164700,127.79249
2015-07-16,127.739998,128.570007,127.349998,128.509995,36222400,126.69814
2015-07-15,125.720001,127.150002,125.580002,126.82,33649200,125.031972
2015-07-14,126.040001,126.370003,125.040001,125.610001,31768100,123.839032
2015-07-13,125.029999,125.760002,124.32,125.660004,41440500,123.888331
2015-07-10,121.940002,123.849998,121.209999,123.279999,61354500,121.541881
2015-07-09,123.849998,124.059998,119.220001,120.07,77821600,118.37714
2015-07-08,124.480003,124.639999,122.540001,122.57,60761600,120.841892
2015-07-07,125.889999,126.150002,123.769997,125.690002,46946800,123.917906
2015-07-06,124.940002,126.230003,124.849998,126.00,28060400,124.223533
2015-07-02,126.43,126.690002,125.769997,126.440002,27211000,124.657332
2015-07-01,126.900002,126.940002,125.989998,126.599998,30238800,124.815072
2015-06-30,125.57,126.120003,124.860001,125.43,44370700,123.66157
2015-06-29,125.459999,126.470001,124.480003,124.529999,49161400,122.774258
2015-06-26,127.669998,127.989998,126.510002,126.75,44066800,124.962959
2015-06-25,128.860001,129.199997,127.50,127.50,31938100,125.702385
2015-06-24,127.209999,129.800003,127.120003,128.110001,55280900,126.303785
2015-06-23,127.480003,127.610001,126.879997,127.029999,30268900,125.23901
2015-06-22,127.489998,128.059998,127.080002,127.610001,34039300,125.810835
2015-06-19,127.709999,127.82,126.400002,126.599998,54716900,124.815072
2015-06-18,127.230003,128.309998,127.220001,127.879997,35407200,126.077025
2015-06-17,127.720001,127.879997,126.739998,127.300003,32918100,125.505208
2015-06-16,127.029999,127.849998,126.370003,127.599998,31494100,125.800973
2015-06-15,126.099998,127.239998,125.709999,126.919998,43988900,125.13056
2015-06-12,128.190002,128.330002,127.110001,127.169998,36886200,125.377036
2015-06-11,129.179993,130.179993,128.479996,128.589996,35390900,126.777013
2015-06-10,127.919998,129.339996,127.849998,128.880005,39087300,127.062933
2015-06-09,126.699997,128.080002,125.620003,127.419998,56075400,125.623511
2015-06-08,128.899994,129.210007,126.830002,127.800003,52674800,125.998158
2015-06-05,129.50,129.690002,128.360001,128.649994,35626800,126.836165
2015-06-04,129.580002,130.580002,128.910004,129.360001,38450100,127.536161
2015-06-03,130.660004,130.940002,129.899994,130.119995,30889400,128.285441
2015-06-02,129.860001,130.660004,129.320007,129.960007,33667600,128.127708
2015-06-01,130.279999,131.389999,130.050003,130.539993,32112800,128.699517
2015-05-29,131.229996,131.449997,129.899994,130.279999,50884500,128.443189
2015-05-28,131.860001,131.949997,131.100006,131.779999,30733300,129.92204
2015-05-27,130.339996,132.259995,130.050003,132.039993,45833200,130.178369
2015-05-26,132.600006,132.910004,129.119995,129.619995,70697600,127.79249
2015-05-22,131.600006,132.970001,131.399994,132.539993,45596000,130.67132
2015-05-21,130.070007,131.630005,129.830002,131.389999,39730400,129.537539
2015-05-20,130.00,130.979996,129.339996,130.059998,36454900,128.226289
2015-05-19,130.690002,130.880005,129.639999,130.070007,44633200,128.236158
2015-05-18,128.380005,130.720001,128.360001,130.190002,50882900,128.354461
2015-05-15,129.070007,129.490005,128.210007,128.770004,38208000,126.954483
2015-05-14,127.410004,128.949997,127.160004,128.949997,45203500,127.131938
2015-05-13,126.150002,127.190002,125.870003,126.010002,34694200,124.233394
2015-05-12,125.599998,126.879997,124.82,125.870003,48160000,124.095369
2015-05-11,127.389999,127.559998,125.629997,126.32,42035800,124.539021
2015-05-08,126.68,127.620003,126.110001,127.620003,55550400,125.820696
2015-05-07,124.769997,126.080002,124.019997,125.260002,43940900,123.493969
2015-05-06,126.559998,126.75,123.360001,125.010002,72141000,122.73483
2015-05-05,128.149994,128.449997,125.779999,125.800003,49271400,123.510453
2015-05-04,129.50,130.570007,128.259995,128.699997,50988300,126.357667
2015-05-01,126.099998,130.130005,125.300003,128.949997,58512600,126.603117
2015-04-30,128.639999,128.639999,124.580002,125.150002,83195400,122.872281
2015-04-29,130.160004,131.589996,128.300003,128.639999,63386100,126.298762
2015-04-28,134.460007,134.539993,129.570007,130.559998,118924000,128.183816
2015-04-27,132.309998,133.130005,131.149994,132.649994,96954200,130.235775
2015-04-24,130.490005,130.630005,129.229996,130.279999,44525900,127.908913
2015-04-23,128.300003,130.419998,128.139999,129.669998,45770900,127.310014
2015-04-22,126.989998,128.869995,126.32,128.619995,37654500,126.279121
2015-04-21,128.100006,128.199997,126.669998,126.910004,32435100,124.600252
2015-04-20,125.57,128.119995,125.169998,127.599998,47054300,125.277689
2015-04-17,125.550003,126.139999,124.459999,124.75,51957000,122.47956
2015-04-16,126.279999,127.099998,126.110001,126.169998,28369000,123.873714
2015-04-15,126.410004,127.129997,126.010002,126.779999,28970400,124.472613
2015-04-14,127.00,127.290001,125.910004,126.300003,25524600,124.001353
2015-04-13,128.369995,128.570007,126.610001,126.849998,36365100,124.541339
2015-04-10,125.949997,127.209999,125.260002,127.099998,40188000,124.786789
2015-04-09,125.849998,126.580002,124.660004,126.559998,32484000,124.256616
2015-04-08,125.849998,126.400002,124.970001,125.599998,37329200,123.314088
2015-04-07,127.639999,128.119995,125.980003,126.010002,35012300,123.71663
2015-04-06,124.470001,127.510002,124.330002,127.349998,37194000,125.032239
2015-04-02,125.029999,125.559998,124.190002,125.32,32220100,123.039186
2015-04-01,124.82,125.120003,123.099998,124.25,40621400,121.98866
2015-03-31,126.089996,126.489998,124.360001,124.43,42090600,122.165384
2015-03-30,124.050003,126.400002,124.00,126.370003,47099700,124.070079
2015-03-27,124.57,124.699997,122.910004,123.25,39546200,121.00686
2015-03-26,122.760002,124.879997,122.599998,124.239998,47572900,121.97884
2015-03-25,126.540001,126.82,123.379997,123.379997,51655200,121.134491
2015-03-24,127.230003,128.039993,126.559998,126.690002,32842300,124.384254
2015-03-23,127.120003,127.849998,126.519997,127.209999,37709700,124.894787
2015-03-20,128.25,128.399994,125.160004,125.900002,68695100,123.608631
2015-03-19,128.75,129.25,127.400002,127.50,45809500,125.17951
2015-03-18,127.00,129.160004,126.370003,128.470001,65270900,126.131857
2015-03-17,125.900002,127.32,125.650002,127.040001,51023100,124.727883
2015-03-16,123.879997,124.949997,122.870003,124.949997,35874300,122.675917
2015-03-13,124.400002,125.400002,122.580002,123.589996,51827300,121.340668
2015-03-12,122.309998,124.900002,121.629997,124.449997,48362700,122.185017
2015-03-11,124.75,124.769997,122.110001,122.239998,68939000,120.01524
2015-03-10,126.410004,127.220001,123.800003,124.510002,68856600,122.24393
2015-03-09,127.959999,129.570007,125.059998,127.139999,88528500,124.826061
2015-03-06,128.399994,129.369995,126.260002,126.599998,72842100,124.295889
2015-03-05,128.580002,128.75,125.760002,126.410004,56517100,124.109352
2015-03-04,129.100006,129.559998,128.320007,128.539993,31666300,126.200576
2015-03-03,128.960007,129.520004,128.089996,129.360001,37816300,127.005659
2015-03-02,129.25,130.279999,128.300003,129.089996,48096700,126.740569
2015-02-27,130.00,130.570007,128.240005,128.460007,62014800,126.122045
2015-02-26,128.789993,130.869995,126.610001,130.419998,91287500,128.046365
2015-02-25,131.559998,131.600006,128.149994,128.789993,74711700,126.446026
2015-02-24,132.940002,133.600006,131.169998,132.169998,69228100,129.764515
2015-02-23,130.020004,133.00,129.660004,133.00,70974100,130.579411
2015-02-20,128.619995,129.50,128.050003,129.50,48948400,127.14311
2015-02-19,128.479996,129.029999,128.330002,128.449997,37362400,126.112217
2015-02-18,127.629997,128.779999,127.449997,128.720001,44891700,126.377307
2015-02-17,127.489998,128.880005,126.919998,127.830002,63152400,125.503506
2015-02-13,127.279999,127.279999,125.650002,127.080002,54272200,124.767156
2015-02-12,126.059998,127.480003,125.57,126.459999,74474500,124.158437
2015-02-11,122.769997,124.919998,122.50,124.879997,73561800,122.607191
2015-02-10,120.169998,122.150002,120.160004,122.019997,62008500,119.799242
2015-02-09,118.550003,119.839996,118.43,119.720001,38889800,117.541107
2015-02-06,120.019997,120.25,118.449997,118.93,43706600,116.765484
2015-02-05,120.019997,120.230003,119.25,119.940002,42246200,117.757104
2015-02-04,118.50,120.510002,118.309998,119.559998,70149700,116.922564
2015-02-03,118.50,119.089996,117.610001,118.650002,51915700,116.032642
2015-02-02,118.050003,119.169998,116.080002,118.629997,62739100,116.013079
2015-01-30,118.400002,120.00,116.849998,117.160004,83745500,114.575513
2015-01-29,116.32,119.190002,115.559998,118.900002,84436400,116.277127
2015-01-28,117.629997,118.120003,115.309998,115.309998,146477100,112.766317
2015-01-27,112.419998,112.480003,109.029999,109.139999,95568700,106.732426
2015-01-26,113.739998,114.360001,112.800003,113.099998,55615000,110.605069
2015-01-23,112.300003,113.75,111.529999,112.980003,46464800,110.487721
2015-01-22,110.260002,112.470001,109.720001,112.400002,53796400,109.920514
2015-01-21,108.949997,111.059998,108.269997,109.550003,48575900,107.133385
2015-01-20,107.839996,108.970001,106.50,108.720001,49899900,106.321692
2015-01-16,107.029999,107.580002,105.199997,105.989998,78513300,103.651911
2015-01-15,110.00,110.059998,106.660004,106.82,60014000,104.463604
2015-01-14,109.040001,110.489998,108.50,109.800003,48337000,107.37787
2015-01-13,111.43,112.800003,108.910004,110.220001,67091900,107.788603
2015-01-12,112.599998,112.629997,108.800003,109.25,49650800,106.84
2015-01-09,112.669998,113.25,110.209999,112.010002,53699500,109.539117
2015-01-08,109.230003,112.150002,108.699997,111.889999,59364500,109.421762
2015-01-07,107.199997,108.199997,106.699997,107.75,40105900,105.373089
2015-01-06,106.540001,107.43,104.629997,106.260002,65797100,103.91596
2015-01-05,108.290001,108.650002,105.410004,106.25,64285500,103.906178
2015-01-02,111.389999,111.440002,107.349998,109.330002,53204600,106.918237
2014-12-31,112.82,113.129997,110.209999,110.379997,41403400,107.94507
2014-12-30,113.639999,113.919998,112.110001,112.519997,29881500,110.037862
2014-12-29,113.790001,114.769997,113.699997,113.910004,27598900,111.397206
2014-12-26,112.099998,114.519997,112.010002,113.989998,33721000,111.475435
2014-12-24,112.580002,112.709999,112.010002,112.010002,14479600,109.539117
2014-12-23,113.230003,113.330002,112.459999,112.540001,26028400,110.057425
2014-12-22,112.160004,113.489998,111.970001,112.940002,45167500,110.448602
2014-12-19,112.260002,113.239998,111.660004,111.779999,88429800,109.314188
2014-12-18,111.870003,112.650002,110.660004,112.650002,59006200,110.164999
2014-12-17,107.120003,109.839996,106.82,109.410004,53411800,106.996474
2014-12-16,106.370003,110.160004,106.260002,106.75,60790700,104.395148
2014-12-15,110.699997,111.599998,106.349998,108.230003,67218100,105.842504
2014-12-12,110.459999,111.870003,109.580002,109.730003,56028100,107.309414
2014-12-11,112.260002,113.800003,111.339996,111.620003,41401700,109.157721
2014-12-10,114.410004,114.849998,111.540001,111.949997,44565300,109.480436
2014-12-09,110.190002,114.300003,109.349998,114.120003,60208000,111.602573
2014-12-08,114.099998,114.650002,111.620003,112.400002,57664900,109.920514
2014-12-05,115.989998,116.080002,114.639999,115.00,38318900,112.463157
2014-12-04,115.769997,117.199997,115.290001,115.489998,42044500,112.942346
2014-12-03,115.75,116.349998,115.110001,115.93,43063400,113.372642
2014-12-02,113.50,115.75,112.75,114.629997,59348900,112.101317
2014-12-01,118.809998,119.25,111.269997,115.07,83814000,112.531613
2014-11-28,119.269997,119.400002,118.050003,118.93,24814400,116.306464
2014-11-26,117.940002,119.099998,117.830002,119.00,40768300,116.374919
2014-11-25,119.07,119.75,117.449997,117.599998,68840400,115.005801
2014-11-24,116.849998,118.769997,116.620003,118.629997,47450800,116.013079
2014-11-21,117.510002,117.57,116.029999,116.470001,57179300,113.900731
2014-11-20,114.910004,116.860001,114.849998,116.309998,43395500,113.744257
2014-11-19,115.440002,115.739998,113.800003,114.669998,41869200,112.140435
2014-11-18,113.940002,115.690002,113.889999,115.470001,44224000,112.922791
2014-11-17,114.269997,117.279999,113.300003,113.989998,46746700,111.475435
2014-11-14,113.150002,114.190002,111.209999,114.18,44063600,111.661247
2014-11-13,111.800003,113.449997,111.599998,112.82,59522900,110.331247
2014-11-12,109.379997,111.43,109.370003,111.25,46942400,108.795881
2014-11-11,108.699997,109.75,108.400002,109.699997,27442300,107.28007
2014-11-10,109.019997,109.330002,108.669998,108.830002,27195500,106.429266
2014-11-07,108.75,109.32,108.550003,109.010002,33691500,106.605296
2014-11-06,108.599998,108.790001,107.800003,108.699997,34968500,106.302129
2014-11-05,109.099998,109.300003,108.129997,108.860001,37435900,105.998973
2014-11-04,109.360001,109.489998,107.720001,108.599998,41574400,105.745804
2014-11-03,108.220001,110.300003,108.010002,109.400002,52282600,106.524782
2014-10-31,108.010002,108.040001,107.209999,108.00,44639300,105.161575
2014-10-30,106.959999,107.349998,105.900002,106.980003,40654800,104.168385
2014-10-29,106.650002,107.370003,106.360001,107.339996,52687900,104.518917
2014-10-28,105.400002,106.739998,105.349998,106.739998,48060900,103.934688
2014-10-27,104.849998,105.480003,104.699997,105.110001,34187700,102.34753
2014-10-24,105.18,105.489998,104.529999,105.220001,47053900,102.454639
2014-10-23,104.080002,105.050003,103.629997,104.830002,71074700,102.07489
2014-10-22,102.839996,104.110001,102.599998,102.989998,68263100,100.283244
2014-10-21,103.019997,103.019997,101.269997,102.470001,94623900,99.776914
2014-10-20,98.32,99.959999,98.220001,99.760002,77517300,97.138138
2014-10-17,97.50,99.00,96.809998,97.669998,68179700,95.103063
2014-10-16,95.550003,97.720001,95.410004,96.260002,72154500,93.730124
2014-10-15,97.970001,99.150002,95.18,97.540001,100933600,94.976482
2014-10-14,100.389999,100.519997,98.57,98.75,63688600,96.154681
2014-10-13,101.330002,101.779999,99.809998,99.809998,53583400,97.18682
2014-10-10,100.690002,102.029999,100.300003,100.730003,66331600,98.082646
2014-10-09,101.540001,102.379997,100.610001,101.019997,77376500,98.365018
2014-10-08,98.760002,101.110001,98.309998,100.800003,57404700,98.150806
2014-10-07,99.43,100.120003,98.730003,98.75,42094200,96.154681
2014-10-06,99.949997,100.650002,99.419998,99.620003,37051200,97.001818
2014-10-03,99.440002,100.209999,99.040001,99.620003,43469600,97.001818
2014-10-02,99.269997,100.220001,98.040001,99.900002,47757800,97.274458
